Número de items: 10000
Limite de peso: 1765326

ITEM                 PESO      VALOR
X5038                 307        384
X3507                 307        383
X199                  307        372
X1830                 307        356
X325                  307        335
X9896                 307        286
X8413                 307        280
X3558                 307        252
X8099                 307        238
X9238                 307        219
X3452                 306        397
X6689                 306        320
X5503                 306        298
X8245                 306        189
X9206                 306        160
X7429                 305        387
X9979                 305        378
X6163                 305        371
X1506                 305        253
X6353                 305        187
X4371                 304        389
X2029                 304        370
X2622                 304        270
X5104                 304        252
X4247                 304        187
X679                  303        372
X1703                 303        353
X7711                 303        251
X3032                 303        234
X6469                 303        197
X366                  303        170
X3821                 303        148
X4086                 303        131
X4087                 302        333
X1423                 302        249
X2660                 302        232
X586                  302        220
X2808                 302        151
X6585                 302        145
X6864                 302        120
X93                   301        338
X4294                 301        285
X779                  301        268
X7955                 301        220
X4771                 301        155
X7963                 301        138
X6484                 301        133
X6830                 300        371
X3010                 300        313
X3423                 300        295
X4602                 300        294
X2847                 300        149
X5689                 299        327
X7684                 299        324
X951                  299        267
X8966                 299        254
X3702                 299        243
X606                  299        195
X2352                 299        151
X9532                 299        127
X7222                 299        125
X5361                 298        367
X8722                 298        334
X4713                 298        305
X1286                 298        196
X1366                 298        141
X4918                 298        125
X9714                 297        372
X8084                 297        362
X9295                 297        334
X767                  297        195
X2294                 297        153
X1655                 297        139
X6686                 296        394
X5189                 296        335
X7621                 296        252
X235                  296        203
X1571                 296        144
X5818                 296        139
X766                  295        353
X5991                 295        353
X7771                 295        339
X1512                 295        204
X1908                 295        135
X3906                 294        362
X5964                 294        338
X3620                 294        325
X5043                 294        205
X2491                 293        256
X9873                 293        192
X750                  293        186
X6181                 293        181
X8063                 293        149
X6201                 292        361
X2291                 292        293
X3693                 292        280
X4621                 292        237
X387                  292        164
X3713                 291        353
X6008                 291        262
X6318                 291        245
X7067                 291        170
X3403                 291        124
X3163                 290        396
X4835                 290        392
X809                  290        342
X7870                 290        268
X2123                 290        254
X2375                 290        237
X6233                 290        192
X2464                 290        185
X6211                 290        170
X4737                 290        138
X6758                 289        378
X8283                 289        377
X5466                 289        370
X5308                 289        312
X3448                 289        303
X6106                 289        238
X6345                 289        147
X608                  288        334
X5119                 288        322
X5951                 288        294
X3522                 288        257
X9800                 288        254
X9361                 288        160
X3625                 287        399
X8958                 287        370
X2752                 287        222
X5913                 287        182
X1350                 287        162
X2669                 287        153
X5389                 287        124
X3489                 286        360
X334                  286        262
X1825                 286        227
X8083                 286        124
X4808                 285        370
X3848                 285        310
X8860                 285        262
X6494                 285        245
X6833                 285        242
X5315                 284        379
X397                  284        376
X9662                 284        366
X6554                 284        337
X8427                 284        287
X7539                 284        247
X7757                 284        232
X5802                 284        216
X5769                 284        165
X8680                 283        333
X5893                 283        312
X4623                 283        273
X8076                 283        212
X4000                 283        127
X8490                 282        371
X1795                 282        370
X8875                 282        310
X287                  282        279
X8387                 282        233
X3471                 281        355
X840                  281        352
X4671                 281        302
X4683                 281        300
X9595                 281        282
X339                  281        170
X2034                 280        393
X9799                 280        336
X4662                 280        335
X8157                 280        290
X9913                 280        272
X7080                 280        141
X8712                 280        126
X7208                 280        119
X1116                 279        346
X2946                 279        346
X9319                 279        338
X8935                 279        299
X8264                 279        218
X4586                 279        213
X6398                 279        159
X8284                 278        337
X5442                 278        324
X107                  278        190
X9042                 278        186
X6164                 278        141
X9562                 277        389
X2447                 277        337
X3276                 277        251
X2671                 277        241
X1971                 277        233
X2249                 277        116
X4853                 276        371
X6510                 276        346
X3250                 276        334
X5782                 276        317
X3677                 276        277
X8663                 276        194
X5579                 276        121
X9811                 275        400
X2552                 275        347
X5369                 275        319
X7100                 275        270
X8556                 275        212
X9239                 275        164
X7817                 274        393
X1712                 274        366
X9675                 274        339
X4263                 274        307
X6169                 274        307
X1134                 274        195
X48                   274        169
X5742                 274        134
X8879                 273        354
X4637                 273        318
X2008                 273        219
X9235                 273        202
X5727                 273        144
X7741                 272        368
X114                  272        360
X1656                 272        324
X3862                 272        264
X4211                 272        184
X5650                 272        169
X7076                 272        152
X5490                 272        149
X8705                 272        117
X1805                 271        393
X1773                 271        355
X2351                 271        273
X8901                 271        230
X7053                 271        229
X1194                 271        200
X6173                 271        195
X884                  271        160
X3738                 271        157
X2499                 271        144
X553                  270        363
X3985                 270        363
X2948                 270        174
X551                  270        168
X1319                 270        158
X218                  269        390
X4541                 269        363
X2355                 269        314
X4187                 269        304
X9669                 269        258
X8176                 269        220
X6420                 269        208
X4271                 269        202
X8462                 269        185
X8299                 269        129
X535                  269        115
X7083                 269        110
X6532                 268        396
X341                  268        381
X2996                 268        337
X4400                 268        301
X5934                 268        253
X2918                 268        216
X9897                 268        207
X8053                 268        124
X820                  267        389
X8296                 267        345
X1823                 267        309
X2149                 267        309
X8835                 267        274
X700                  267        168
X3512                 267        132
X5938                 266        388
X6490                 266        365
X1446                 266        364
X8637                 266        306
X8627                 266        294
X5350                 266        293
X3464                 266        265
X7707                 266        254
X4809                 266        108
X5450                 265        337
X8750                 265        265
X5688                 265        251
X1485                 265        182
X9306                 265        156
X4696                 264        385
X2342                 264        285
X1124                 264        267
X1926                 264        263
X1347                 264        253
X9365                 264        251
X3571                 264        233
X6423                 264        227
X9722                 264        154
X8595                 264        109
X4386                 263        331
X8792                 263        258
X2058                 263        232
X870                  263        125
X5716                 262        387
X2041                 262        258
X1664                 262        217
X6663                 262        180
X3835                 262        132
X9479                 261        312
X2473                 261        299
X1668                 261        267
X520                  261        231
X281                  261        106
X2531                 260        389
X4694                 260        366
X2527                 260        319
X5767                 260        274
X7565                 260        172
X9007                 260        160
X6932                 260        141
X4805                 260        120
X1229                 259        400
X6113                 259        385
X7995                 259        351
X7302                 259        222
X411                  259        204
X5775                 259        181
X1122                 259        173
X2634                 258        322
X20                   258        321
X5847                 258        308
X5961                 258        257
X5528                 258        235
X79                   257        386
X4183                 257        385
X615                  257        381
X5133                 257        324
X9753                 257        304
X3965                 257        249
X5506                 257        209
X7738                 257        197
X3795                 257        141
X3749                 256        284
X4072                 256        263
X5113                 256        211
X9490                 256        201
X3703                 256        164
X9876                 256        155
X8315                 255        300
X2538                 255        298
X5305                 255        273
X3590                 255        222
X6895                 255        183
X3748                 255        157
X9285                 255        121
X3788                 255        105
X8051                 254        386
X3426                 254        381
X3398                 254        368
X8861                 254        356
X6835                 254        309
X7505                 254        272
X7944                 254        230
X120                  254        226
X1870                 254        212
X4980                 254        210
X3048                 254        160
X9845                 254        160
X7523                 254        120
X1332                 253        397
X8463                 253        348
X7603                 253        306
X8153                 253        253
X9622                 253        218
X418                  253        211
X8442                 253        129
X531                  253        125
X681                  252        383
X6466                 252        379
X1298                 252        311
X193                  252        300
X2885                 252        290
X185                  252        281
X7576                 252        238
X6583                 252        193
X3295                 252        141
X8727                 252        140
X6792                 251        391
X8973                 251        239
X141                  250        333
X2177                 250        331
X4217                 250        296
X7473                 250        244
X5169                 250        232
X9215                 250        148
X1514                 249        394
X1171                 249        385
X9646                 249        339
X5197                 249        338
X5592                 249        274
X3097                 249        252
X2576                 249        166
X7999                 248        372
X5362                 248        349
X7903                 248        305
X2562                 248        283
X4285                 248        143
X4080                 248        125
X3026                 248        119
X3434                 248        107
X9106                 247        391
X6415                 247        199
X3003                 247        160
X6430                 246        382
X7463                 246        369
X5352                 246        332
X9492                 246        275
X3473                 246        253
X9601                 246        211
X3575                 246        166
X1367                 246        144
X5010                 245        391
X3409                 245        379
X6031                 245        364
X2141                 245        285
X3596                 245        282
X6982                 245        232
X1316                 245        153
X6878                 245        131
X3549                 244        313
X1259                 244        287
X6478                 244        213
X9284                 244        213
X1504                 244        172
X914                  243        381
X4065                 243        367
X7265                 243        366
X194                  243        346
X7729                 243        261
X8491                 243        224
X711                  243        155
X4149                 242        277
X7775                 242        271
X2304                 242        262
X3111                 242        195
X2919                 242        162
X562                  242        155
X7097                 242        152
X4441                 242        150
X838                  242        118
X250                  241        398
X4376                 241        350
X8683                 241        326
X2877                 241        250
X4243                 241        217
X5129                 241        165
X9658                 241        113
X9698                 240        245
X3618                 240        154
X5907                 240        106
X8359                 240        105
X8448                 239        359
X4194                 239        343
X2334                 239        331
X8424                 239        303
X6616                 239        300
X2459                 239        288
X1932                 239        241
X6215                 239        234
X7572                 239        204
X8547                 238        379
X49                   238        261
X1059                 238        257
X1465                 238        131
X3998                 238        113
X1216                 238         98
X1388                 237        384
X8894                 237        336
X9233                 237        316
X9516                 237        200
X669                  237        159
X1080                 237        140
X5473                 237        139
X5470                 236        397
X2926                 236        386
X1505                 236        358
X5046                 236        337
X805                  236        327
X6278                 236        191
X4061                 236        122
X8904                 235        370
X8136                 235        320
X5243                 235        251
X4402                 235        250
X5738                 235        243
X4511                 235        196
X8211                 235        182
X4963                 235        160
X4481                 235        143
X8916                 235        142
X5383                 234        369
X4225                 234        274
X4352                 234        255
X3944                 234        117
X3968                 233        334
X5790                 233        330
X1                    233        309
X7240                 233        289
X8614                 233        242
X9078                 232        387
X5325                 232        300
X2486                 232        261
X4505                 232        245
X9316                 232        172
X5381                 232        168
X7834                 231        295
X8013                 231        283
X2277                 231        213
X6074                 231        129
X5640                 231        126
X7433                 231         97
X3972                 230        400
X3736                 230        219
X9275                 230        219
X9545                 230        204
X3401                 230        179
X436                  230        105
X5356                 230        100
X2543                 229        375
X724                  229        374
X5338                 229        374
X1435                 229        346
X4804                 229        278
X9419                 229        254
X2472                 229        219
X1574                 229        158
X8390                 229        145
X3536                 228        372
X645                  228        272
X2153                 228        173
X1397                 228        167
X7494                 228        151
X7483                 228        148
X7909                 228        122
X5176                 228        109
X8858                 228        108
X6435                 227        358
X7956                 227        337
X6759                 227        313
X1990                 227        256
X9303                 227        186
X8155                 227        169
X6519                 226        395
X5619                 226        389
X4998                 226        373
X4064                 226        356
X3135                 226        346
X2184                 226        345
X6470                 226        295
X2781                 226        246
X3518                 226        241
X5557                 226        239
X8343                 226        237
X4649                 226        167
X7829                 226        145
X7347                 225        336
X3265                 225        304
X9452                 225        299
X1749                 225        269
X6102                 225        117
X3892                 225        100
X7110                 225         94
X4833                 224        384
X8786                 224        384
X4274                 224        352
X938                  224        346
X3540                 224        340
X8716                 224        280
X8751                 224        279
X8620                 224        142
X1320                 224        123
X9621                 224        100
X5911                 224         96
X7933                 223        367
X2256                 223        263
X6240                 223        162
X6924                 223        146
X8731                 223        140
X5384                 223        127
X5754                 223        124
X7503                 222        239
X4985                 222        202
X1137                 222        175
X369                  222        124
X9024                 221        312
X5221                 221        270
X8403                 221        261
X6859                 221        192
X7747                 220        385
X1349                 220        159
X1118                 220        153
X5094                 220         97
X7262                 219        377
X3192                 219        355
X6652                 219        332
X9470                 219        319
X5939                 219        311
X9971                 219        234
X9069                 219        199
X665                  219        163
X9572                 219        142
X1094                 219        141
X9132                 218        399
X6907                 218        392
X9138                 218        355
X4995                 218        349
X5589                 218        326
X1842                 218        302
X8621                 218        219
X4236                 218        143
X8273                 218        133
X6261                 218        122
X6001                 217        398
X2780                 217        361
X1538                 217        327
X22                   217        316
X6227                 217        304
X1560                 217        209
X213                  217        196
X855                  217        195
X9679                 217        193
X5892                 217        175
X6780                 217        167
X1591                 217        161
X3102                 217        152
X2751                 216        349
X6216                 216        324
X2510                 216        314
X7647                 216        274
X9923                 216        176
X989                  216        107
X5270                 215        392
X9252                 215        325
X1572                 215        324
X3415                 215        244
X4268                 215        230
X9922                 215        230
X8739                 215        229
X9664                 215        200
X1237                 215        189
X1185                 215        162
X5544                 215        141
X4078                 215        122
X1824                 215        118
X2974                 214        219
X7283                 214        202
X5730                 214        162
X6844                 214        118
X5328                 214         87
X2311                 213        326
X9856                 213        324
X8412                 213        297
X6978                 213        260
X6319                 213        186
X6608                 213        149
X8570                 212        386
X7725                 212        370
X4283                 212        353
X9006                 212        327
X1301                 212        266
X8569                 212        126
X7772                 212        107
X4747                 212        101
X94                   211        388
X9062                 211        308
X4344                 211        305
X2855                 211        272
X7026                 211        227
X905                  211        180
X1291                 211        169
X367                  211        140
X4413                 210        314
X8250                 210        307
X2842                 210        172
X2681                 210        102
X7271                 210         98
X9965                 210         89
X7737                 209        393
X6097                 209        363
X8432                 209        342
X4458                 209        163
X1166                 209        160
X947                  209        115
X7589                 208        352
X4689                 208        322
X1876                 208        318
X9166                 208        293
X862                  208        256
X6891                 208        256
X4454                 208        252
X1197                 208        181
X7627                 208        124
X7406                 207        336
X2045                 207        277
X6016                 207        274
X2109                 207        263
X3880                 207        250
X9146                 207        228
X6886                 207        225
X8657                 207        223
X3857                 207         96
X1828                 206        373
X5900                 206        351
X6897                 206        318
X5864                 206        307
X3219                 206        299
X308                  206        282
X108                  206        257
X6381                 206        215
X8919                 206        203
X2876                 206        166
X6518                 206        146
X9301                 206        146
X6156                 206        124
X8070                 206        111
X6019                 206        108
X3182                 205        261
X9630                 205        157
X1811                 204        397
X5937                 204        334
X1471                 204        263
X2931                 204        237
X540                  204        211
X1937                 204        211
X6077                 204        209
X9353                 204        192
X1071                 204        171
X3725                 204        170
X4722                 203        345
X8059                 203        295
X5413                 203        270
X1123                 203        241
X6987                 203        162
X7042                 203         83
X6187                 202        394
X6880                 202        342
X9742                 202        342
X8055                 202        298
X2810                 202        295
X1555                 202        263
X6737                 202        256
X2440                 202        210
X5223                 202        158
X6454                 201        381
X2213                 201        371
X5423                 201        368
X1278                 201        301
X1283                 201        249
X6270                 201        243
X9342                 201        205
X3537                 201        201
X2633                 201        165
X9297                 200        386
X5034                 200        370
X7104                 200        350
X2651                 200        338
X3929                 200        332
X6223                 200        329
X8922                 200        225
X2619                 200        223
X6007                 200        212
X7680                 200        138
X2496                 200        132
X7125                 200        123
X9198                 200        121
X6892                 200         85
X7296                 200         80
X8892                 199        398
X7353                 199        382
X2858                 199        169
X6735                 199         96
X9819                 198        398
X1003                 198        368
X1102                 198        330
X5293                 198        318
X3859                 198        292
X1486                 198        287
X51                   198        257
X4855                 198        216
X3822                 198        205
X9172                 198        185
X7759                 198        177
X4890                 198        158
X3273                 198        101
X1325                 197        372
X6866                 197        343
X6105                 197        304
X4881                 197        227
X3112                 197        199
X9394                 197        151
X39                   197        124
X7426                 197         96
X4761                 197         86
X1938                 196        219
X9586                 195        239
X2925                 195        230
X5334                 195        104
X7967                 194        351
X2370                 194        300
X5949                 194        257
X2061                 194        255
X143                  194        202
X3105                 193        352
X8949                 193        323
X3231                 193        297
X2405                 193        256
X9448                 193        249
X5758                 193        242
X6692                 193        215
X1556                 193         91
X6911                 193         78
X6954                 192        396
X9023                 192        340
X8238                 192        337
X9859                 192        272
X4652                 192        266
X7842                 192        264
X9665                 192        208
X7914                 192        206
X7663                 192        175
X4036                 192        111
X9219                 192         81
X1995                 191        319
X2954                 191        299
X8265                 191        244
X2561                 191        230
X8309                 191        177
X9869                 191        140
X7696                 190        343
X1991                 190        236
X4742                 190        235
X3958                 190        197
X221                  190        160
X695                  190        159
X9502                 190        123
X1524                 190        111
X7371                 190        104
X9866                 190         97
X7367                 189        353
X4045                 189        350
X4801                 189        337
X9694                 189        243
X9556                 189        229
X5515                 188        353
X9396                 188        265
X1827                 188        196
X5653                 188        152
X1148                 188        116
X8348                 187        369
X6300                 187        226
X7198                 187        222
X8742                 187        216
X7150                 187        164
X3430                 187        118
X4725                 187         75
X2652                 186        320
X6949                 186        278
X3614                 186        258
X3107                 186        156
X2507                 186        125
X2456                 186        119
X5366                 186         94
X5402                 185        371
X6730                 185        350
X1490                 185        343
X2260                 185        308
X8718                 185        219
X7687                 185        184
X1609                 185        130
X8933                 184        384
X5966                 184        219
X3128                 184        178
X4609                 184        173
X8535                 184        141
X1240                 184         79
X5673                 183        381
X7795                 183        266
X7113                 183        252
X1457                 183        234
X7166                 183        232
X2802                 183        217
X8060                 183        178
X4979                 183        144
X6738                 183        121
X5204                 183         90
X5891                 183         86
X3832                 182        378
X7799                 182        375
X2295                 182        316
X7392                 182        287
X9668                 182        283
X7685                 182        262
X2006                 182        243
X1853                 182        242
X483                  182        240
X9555                 182        231
X2327                 182        203
X611                  182        194
X6200                 182        172
X8275                 182        165
X4734                 182        141
X5594                 182        115
X3166                 182        101
X2718                 182         73
X5973                 181        400
X5301                 181        396
X1998                 181        300
X5756                 181        286
X5172                 181        284
X4655                 181        240
X2972                 181        232
X9999                 181        220
X701                  181        169
X3878                 180        398
X7960                 180        396
X8289                 180        381
X7196                 180        370
X4315                 180        297
X2778                 180        174
X5326                 180        119
X1771                 180         93
X5844                 179        370
X2255                 179        354
X5654                 179        308
X2369                 179        247
X5761                 179        203
X4848                 179        154
X4201                 178        395
X9150                 178        378
X327                  178        375
X844                  178        362
X9466                 178        362
X5452                 178        356
X3211                 178        306
X2578                 178        242
X4378                 178        229
X8458                 178        208
X3078                 178        179
X4167                 178        178
X6595                 178        177
X8213                 178        130
X9208                 177        398
X4891                 177        383
X6555                 177        378
X6501                 177        320
X1603                 177        271
X4142                 177        261
X6697                 177        229
X1227                 177        217
X8647                 177        190
X489                  177        184
X3631                 177        172
X641                  177        148
X4320                 177         73
X6948                 176        393
X4374                 176        363
X9958                 176        345
X9030                 176        257
X9784                 176        229
X2122                 176        189
X3031                 175        389
X9290                 175        358
X4338                 175        349
X7029                 175        217
X4620                 175        212
X9403                 175        204
X2787                 175        180
X8438                 175        151
X6575                 175        145
X1014                 175         93
X1794                 175         81
X6613                 174        378
X9107                 174        376
X7900                 174        375
X9137                 174        309
X5162                 174        298
X5525                 174        230
X7299                 174        223
X7635                 174        200
X6309                 174        161
X1599                 173        398
X18                   173        397
X4286                 173        368
X5014                 173        315
X5839                 173        312
X6360                 173        275
X3823                 173        274
X3264                 173        224
X4614                 173        206
X2170                 173        171
X791                  173        102
X3967                 172        399
X2298                 172        371
X3304                 172        334
X1239                 172        299
X7617                 172        283
X8553                 172        122
X2600                 172         91
X5985                 172         79
X5825                 171        371
X9189                 171        344
X4989                 171        275
X6508                 171        201
X3650                 171        176
X7092                 171        149
X2743                 171         84
X4269                 171         81
X4257                 170        369
X5040                 170        310
X8037                 170        241
X3777                 170        227
X5132                 170        222
X7887                 170        208
X3698                 170        185
X5035                 170        177
X6471                 170        173
X5895                 170        118
X7                    170         98
X1523                 170         69
X7655                 169        399
X9464                 169        337
X2119                 169        208
X5344                 169        207
X7966                 169        195
X7713                 169        182
X3079                 169        136
X4707                 168        394
X6214                 168        263
X2965                 168        221
X2084                 168        179
X4165                 168        144
X7124                 167        337
X256                  167        286
X9872                 167        276
X7189                 167        192
X8665                 167        157
X4392                 166        382
X1476                 166        378
X7311                 166        369
X5574                 166        351
X3029                 166        333
X9808                 166        282
X9053                 166        268
X622                  166        255
X3750                 166        224
X8930                 166        211
X735                  166        170
X195                  166        142
X8351                 165        400
X9858                 165        398
X610                  165        338
X8691                 165        271
X7305                 165        139
X4254                 165         85
X5940                 164        383
X9812                 164        354
X9514                 164        338
X7340                 164        325
X934                  164        244
X7952                 164        244
X5552                 164        182
X1206                 164        132
X4463                 164        110
X3721                 164        107
X1566                 164         98
X2487                 164         78
X9033                 163        368
X211                  163        358
X2428                 163        291
X8890                 163        245
X52                   163        242
X642                  163        142
X9313                 163        135
X8998                 163        134
X1877                 163        123
X1789                 163         76
X866                  162        347
X1196                 162        269
X53                   162        148
X748                  162        140
X242                  161        321
X9339                 161        271
X201                  161        241
X168                  161        222
X5696                 161        217
X4785                 161         85
X523                  161         73
X7796                 161         71
X2941                 160        338
X3778                 160        328
X4894                 160        312
X1182                 160        273
X4353                 160        200
X4461                 160        177
X3932                 160        169
X9028                 160        149
X5946                 160         87
X5480                 159        372
X3834                 159        369
X9862                 159        357
X5239                 159        350
X5395                 159        345
X8811                 159        325
X1762                 159        264
X6599                 159        260
X6543                 159        191
X78                   159        135
X8234                 159        117
X634                  159         78
X3828                 159         71
X5024                 158        361
X270                  158        195
X7175                 158        183
X8800                 158        123
X6237                 158        121
X3283                 157        376
X9484                 157        373
X7366                 157        356
X2471                 157        302
X8017                 157        289
X8108                 157        242
X8561                 157        221
X9671                 157        150
X8971                 157        142
X7982                 157        123
X3251                 157        115
X7298                 157         88
X6523                 156        388
X3353                 156        377
X5880                 156        326
X6057                 156        315
X9052                 156        277
X5805                 156        147
X7743                 155        358
X5191                 155        348
X5163                 155        302
X69                   155        276
X4475                 155        216
X571                  155        212
X9326                 155        210
X1264                 155        196
X9149                 155        192
X7657                 155        172
X1376                 155        136
X331                  155        133
X4517                 154        377
X4651                 154        359
X9357                 154        276
X2093                 154        192
X5353                 154        155
X6902                 154        129
X3071                 153        366
X3612                 153        315
X3115                 153        275
X7035                 153        261
X7319                 153        230
X2138                 153        186
X2350                 153        183
X9600                 153        122
X2706                 153         73
X9346                 152        248
X746                  152        225
X2396                 152        211
X372                  152        178
X6994                 152        172
X2827                 152        116
X1050                 152        104
X4214                 152         84
X2614                 152         79
X1696                 151        373
X8758                 151        351
X3634                 151        323
X8542                 151        287
X5368                 151        243
X6667                 151        188
X5514                 151        131
X9533                 151        126
X509                  151        119
X930                  151         74
X1308                 151         69
X8219                 150        345
X1470                 150        332
X4056                 150        328
X2598                 150        325
X8823                 150        267
X6640                 150        256
X9867                 150        252
X7045                 150        240
X6196                 150        213
X999                  150        166
X785                  150        127
X1160                 149        384
X1722                 149        353
X6945                 149        346
X5549                 149        299
X3893                 149        286
X6313                 149        284
X7658                 149        282
X5412                 149        275
X8497                 149        256
X7218                 149        114
X5508                 148        259
X8231                 148        177
X2709                 148        168
X8460                 148        126
X9469                 147        388
X4387                 147        366
X3807                 147        324
X5335                 147        203
X6193                 147        106
X8900                 146        384
X4921                 146        354
